"volume","chapter","japanese_title","romanized_title","viz_title","pages","release_date","anime"
"42",407,"モンスター","Monsutā","Monster",19,2006-04-17,"Episode 290 (p. 2-13)Episode 293 (p. 14-19)"
"42",408,"怪物（モンスター）vsクマドリ","Monsutā Bāsasu Kumadori","Monster vs. Kumadori",19,2006-04-24,"Episode 293 (p. 2-19)"
"42",409,"凶報緊急大放送","Kyōhō Kinkyū Daihōsō","The Terrifying Broadcast",19,2006-05-08,"Episode 294 (p. 2-19)"
"43",410,"ナミ巨大化","Nami Kyodaika","Super-Size Nami",19,2006-05-15,"Episode 295 (p. 2-19)"
"43",411,"ナミ vs カリファ","Nami vs Karifa","Nami vs. Kalifa",19,2006-05-22,"Episode 295 (p. 2-18)Episode 296 (p. 19)"
"43",412,"好機は終わった","Chansu wa Owatta","You Missed Your Chance",19,2006-05-29,"Episode 296 (p. 2-19)"
"43",413,"猟人","Kariudo","Hunter",19,2006-06-05,"Episode 297 (p. 2-19)"
"43",414,"サンジ vs ジャブラ","Sanji vs Jabura","Sanji vs. Jabra",19,2006-06-12,"Episode 297 (p. 2-10)Episode 298 (p. 11-19)"
"43",415,"ヒートアップ","Hīto Appu","Heat Up",19,2006-06-19,"Episode 298 (p. 2-19)"
"43",416,"ゾロ vs カク","Zoro vs Kaku","Zolo vs. Kaku",19,2006-06-26,"Episode 298 (p. 2)Episode 299 (p. 3-19)"
"43",417,"阿修羅","Ashura","Asura",19,2006-07-03,"Episode 299 (p. 2-11)Episode 300 (p. 12-19)"
"43",418,"ルフィ vs ロブ・ルッチ","Rufi vs Robu Rucchi","Luffy vs. Rob Lucci",19,2006-07-10,"Episode 300 (p. 2-19)"
"43",419,"英雄伝説","Eiyū Densetsu","Legend of a Hero",19,2006-07-15,"Episode 301 (p. 2-19)"
"44",420,"バスターコール","Basutā Kōru","Buster Call",19,2006-07-24,"Episode 301 (p. 2-5)Episode 302 (p. 6-19)"
"44",421,"ギア3","Gia Sādo","Gear Three",19,2006-07-31,"Episode 304 (p. 2-19)"
"44",422,"ロブ・ルッチ","Robu Rucchi","Rob Lucci",19,2006-08-07,"Episode 305 (p. 2-19)"
"44",423,"人魚伝説","Ningyo Densetsu","Mermaid Legend",19,2006-08-21,"Episode 306 (p. 2-19)"
"44",424,"脱出船","Dasshutsu-sen","Escape Ship",19,2006-08-28,"Episode 307 (p. 2-3, 7-19)Episode 306 (p. 4-6)"
"44",425,"死闘の橋","Shitō no Hashi","Bridge of Mortal Combat",19,2006-09-04,"Episode 307 (p. 2-9)Episode 308 (p. 10-19)"
"44",426,"風待ちの船","Kazamachi no Fune","A Ship Waiting for Wind",19,2006-09-11,"Episode 308 (p. 2-11, 15-19)Episode 309 (p. 12-14)"
"44",427,"ここが地獄じゃあるめェし","Koko ga Jigoku ja Arumēshi","This Isn't the Afterlife",19,2006-09-16,"Episode 309 (p. 2-19)"
"44",428,"帰ろう","Kaerō","Let's Go Back",19,2006-09-25,"Episode 310 (p. 2-19)"
"44",429,"完敗","Kanpai","Utter Defeat",19,2006-10-02,"Episode 311 (p. 2-19)"
"44",430,"降りそそぐ追想の淡雪","Furisosogu Tsuisō no Awayuki","A Light Snow of Reminiscence Falls",19,2006-10-07,"Episode 312 (p. 2-19)"
"45",431,"愛の拳","Ai no Kobushi","Fist of Love",19,2006-10-23,"Episode 313 (p. 2-19)"
"45",432,"びっくり箱","Bikkuri Bako","Jack-in-the-Box",19,2006-10-30,"Episode 314 (p. 2-19)"
"45",433,"その海の名は","Sono Umi no Na wa","The Name of That Sea",19,2006-11-06,"Episode 315 (p. 2-18)Episode 316 (p. 19)"
"45",434,"白ひげと赤髪","Shirohige to Akagami","Whitebeard and Red-Hair",19,2006-11-13,"Episode 316 (p. 2-17)Episode 325 (p. 18-19)"
"45",435,"心中お察しする","Shinchū Osasshisuru","You Have My Sympathies",19,2006-11-20,"Episode 316 (p. 2-7)Episode 319 (p. 8-9)Episode 320 (p. 10-19)"
"45",436,"Pants from Frankyhouse","Pantsu Furomu Furankīhausu","Trunks from Franky-House",19,2006-12-04,"Episode 321 (p. 2-19)"
"45",437,"裸百貫","Hadaka Hyakkan","Naked Mania",19,2006-12-11,"Episode 322 (p. 2-19)"
"45",438,"プライド","Puraido","Pride",19,2006-12-18,"Episode 323 (p. 2-19)"
"45",439,"３人目と７人目","Sanninme to Nananinme","Third and Seventh",19,2006-12-25,"Episode 324 (p. 2-19)"
"45",440,"火拳 vs 黒ひげ","Hiken vs Kurohige","Fire Fist vs. Blackbeard",19,2007-01-06,"Episode 324 (p. 2-10)Episode 325 (p. 11-19)"
"46",441,"バナロ島の決闘","Banaro-tō no Kettō","Duel on Banaro Island",19,2007-01-22,"Episode 325 (p. 2-19)"
"46",442,"魔の海の冒険","Ma no Umi no Bōken","Adventure in the Demonic Sea",19,2007-01-29,"Episode 326 (p. 2-3)Episode 337 (p. 4-19)"
"46",443,"スリラーバーク","Surirā Bāku","Thriller Bark",19,2007-02-05,"Episode 338 (p. 2-17)Episode 339 (p. 18-19)"
"46",444,"ゴースト島の冒険","Gōsuto Airando no Bōken","Adventure on Ghost Island",19,2007-02-10,"Episode 339 (p. 2-19)"
"46",445,"THE･ZOMBIE","Za Zonbi","Zombies",19,2007-02-19,"Episode 340 (p. 2-19)"
"46",446,"ドクトル･ホグバック","Dokutoru Hogubakku","Doctor Hogback",19,2007-02-26,"Episode 340 (p. 2-11)Episode 341 (p. 12-19)"
"46",447,"びっくりゾンビ","Bikkuri Zonbi","Zombie-in-the-Box",19,2007-03-05,"Episode 341 (p. 2-16)Episode 342 (p. 17-19)"
"46",448,"モリア","Moria","Moria",19,2007-03-12,"Episode 342 (p. 2-15)Episode 343 (p. 16-19)"
"46",449,"スリラーバークの四怪人","Surirā Bāku no Yonkaijin","The Four Monsters of Thriller Bark",19,2007-03-26,"Episode 342 (p. 3-7)Episode 343 (p. 8-19)"
"47",450,"将軍ゾンビnight","Jeneraru Zonbi Naito","Night of the General Zombies",19,2007-04-02,"Episode 344 (p. 2-19)"
"47",451,"ぺローナの不思議の庭（ワンダーガーデン）","Perōna no Wandā Gāden","Perona's Wonder Garden",19,2007-04-09,"Episode 345 (p. 2-19)"
"47",452,"風のジゴロウ","Kaze no Jigorō","Jigoro of the Wind",19,2007-04-16,"Episode 346 (p. 2-19)"
"47",453,"くもり時々ホネ","Kumori Tokidoki Hone","Cloudy, Partly Bony",19,2007-04-23,"Episode 347 (p. 2-19)"
"47",454,"ハナウタ","Hanauta","The Humming Swordsman",19,2007-04-28,"Kaze wo Sagashite (p. 1-2)Episode 348 (p. 3-17)"
"47",455,"王下七武海ゲッコー･モリア","Ōka Shichibukai Gekkō Moria","Gecko Moria of the Seven Warlords of the Sea",19,2007-05-14,"Episode 349 (p. 2-19)"
"47",456,"氷の国から来た魔人","Kōri no Kuni kara Kita Majin","Demon from the Land of Ice",19,2007-05-21,"Episode 350 (p. 2-19)"
"47",457,"肉~~!!!","Niku~~!!!","Meat!!!",17,2007-05-28,"Episode 351 (p. 2-17)"
"47",458,"アフロだけは","Afuro dake wa","Anything but My Afro",19,2007-06-04,"Episode 352 (p. 2-13)Episode 353 (p. 14-19)"
"47",459,"死んでごめんじゃないでしょうに","Shin de Gomen ja nai Deshō ni","I Can't Just Die Hoping to be Forgiven",19,2007-06-11,"Episode 353 (p. 2-12)Episode 354 (p. 13-19)"
"48",460,"夜明け前に取り返せ!!","Yoake Mae ni Torikaese!!","Conquest Before Dawn!!",19,2007-06-25,"Episode 355 (p. 2-19)"
"48",461,"ゴーストバスター","Gōsuto Basutā","Ghost Buster",19,2007-07-02,"Episode 356 (p. 2-19)"
"48",462,"オーズの冒険","Ōzu no Bōken","Adventures of Oars",19,2007-07-09,"Episode 357 (p. 2-19)"
"48",463,"海賊サンジ vs 怪人アブサロム","Kaizoku Sanji Bāsasu Kaijin Abusaromu","Pirate Sanji vs. Mystery Man Absalom",19,2007-07-14,"Episode 357 (p. 2-3)Episode 358 (p. 3-8, 10-19)Episode 359 (p. 9)"
"48",464,"サンジの夢","Sanji no Yume","Sanji's Dream",19,2007-07-23,"Episode 359 (p. 3-19)"
"48",465,"海賊ウソップ vs 怪人ペローナ","Kaizoku Usoppu Bāsasu Purinsesu Perōna","Pirate Usopp vs. Mystery Woman Perona",19,2007-07-30,"Episode 360 (p. 2-19)"
"48",466,"決着","Kecchaku","Conclusion",19,2007-08-06,"Episode 361 (p. 2-15)Episode 362 (p. 16-19)"
"48",467,"海賊ゾロ vs 侍・リューマ","Kaizoku Zoro Bāsasu Samurai Ryūma","Pirate Zolo vs. Samurai Ryuma",19,2007-08-20,"Episode 362 (p. 2-19)"
"48",468,"海賊チョッパー vs 怪人ホグバック","Kaizoku Choppā Bāsasu Kaijin Hogubakku","Pirate Chopper vs. Mystery Man Hogback",19,2007-08-27,"Episode 363 (p. 2-19)"
"48",469,"出て来い麦わらの一味!!!","Dete Koi Mugiwara no Ichimi!!!","Come Out Here, Straw Hat Pirates!",19,2007-09-03,"Episode 364 (p. 2-19)"
"48",470,"オーズ vs 麦わらの一味","Ōzu Bāsasu Mugiwara no Ichimi","Oars vs. Straw Hat Pirates",19,2007-09-10,"Episode 365 (p. 2-19)"
"49",471,"MY FRIEND","Mai Furendo","My Friend",17,2007-09-22,"Episode 366 (p. 2-19)Episode 365 (p. 7)"
"49",472,"ダウン","Daun","Down",19,2007-10-01,"Episode 367 (p. 2-19)"
"49",473,"王下七武海 バーソロミュー・くま現る","Ōka Shichibukai Bāsoromyū Kuma Arawaru","Warlord Bartholomew Kuma Appears",19,2007-10-06,"Episode 368 (p. 2-19)"
"49",474,"やるしかねェ!!!","Yarushikanē!!!","We Have To Do It!",19,2007-10-15,"Episode 369 (p. 2-19)"
"49",475,"森の海賊団","Mori no Kaizoku-Dan","Pirates Of The Forest",19,2007-10-22,"Episode 370 (p. 2-19)"
"49",476,"ナイトメア・ルフィ","Naitomea Rufi","Nightmare Luffy",19,2007-10-29,"Episode 370 (p. 2-7)Episode 371 (p. 8-19)"
"49",477,"3/8","8 Bun no 3","3/8",19,2007-11-05,"Episode 371 (p. 2-19)"
"49",478,"ルフィvsルフィ","Rufi Bāsasu Rufi","Luffy vs Luffy",19,2007-11-12,"Episode 372 (p. 2-19)"
"49",479,"希望の戦士","Kibō no Senshi","Warrior Of Hope",19,2007-11-19,"Episode 372 (p. 2-19)"
"49",480,"迎撃","Geigeki","Interception",19,2007-12-03,"Episode 373 (p. 2-19)"
"49",481,"影の集合地","Shadōzu Asugarudo","Shadows Asgard",19,2007-12-10,"Episode 373 (p. 2-13)Episode 374 (p. 14-19)"
"50",482,"朝が来る","Asa ga Kuru","Morning Is Coming",19,2007-12-17,"Episode 374 (p. 2-19)"
"50",483,"夢の終わり","Yume no Owari","The End Of The Dream",19,2007-12-25,"Episode 375 (p. 2-19)"
"50",484,"ぷに","Puni","Squish",19,2008-01-04,"Episode 376 (p. 2-19)"
"50",485,"麦わらの一味・海賊狩りのゾロ","Mugiwara no Ichimi - Kaizoku-Gari no Zoro","Straw Hat Pirates - Pirate Hunter Zolo",19,2008-01-21,"Episode 377 (p. 2-19)"
"50",486,"ピアノ","Piano","Piano",19,2008-01-28,"Episode 378 (p. 2-19)"
"50",487,"あの唄","Ano Uta","That Song",19,2008-02-04,"Episode 381 (p. 1)Episode 379 (p. 2-12)Episode 380 (p. 13-19)"
"50",488,"命の唄","Inochi no Uta","Song of Love",19,2008-02-09,"Episode 380 (p. 2-19)"
"50",489,"８人目","Hachininme","Eighth Person",19,2008-02-25,"Episode 381 (p. 2-19)"
"50",490,"再び辿りつく","Futatabi Tadoritsuku","Arriving Again",19,2008-03-03,"Episode 381 (p. 2-6)Episode 385 (p. 7-18)Episode 386 (p. 19)"
"50",491,"トビウオライダーズ","Tobiuo Raidāzu","Flying Fish Riders",19,2008-03-10,"Episode 386 (p. 2-19)"
"51",492,"鉄仮面のデュバル","Tetsu Kamen no Dyubaru","Iron Mask Duval",19,2008-03-17,"Episode 387 (p. 2-19)"
"51",493,"知ってる","Shitteru","You Know Me",19,2008-03-24,"Episode 387 (p. 2-3)Episode 388 (p. 4-19)"
"51",494,"デュバルの悲劇","Dyubaru no Higeki","Duval's Tragedy",19,2008-03-31,"Episode 388 (p. 2-19)Episode 389 (p. 17, 19)"
"51",495,"ガオン砲","Gaon Hō","Gaon Cannon",19,2008-04-07,"Episode 389 (p. 2-19)"
"51",496,"ヤルキマン・マングローブ","Yarukiman Mangurōbu","Yarukiman Mangrove",19,2008-04-14,"Episode 390 (p. 2-19)"
"51",497,"シャボン舞う諸島の冒険","Shabon Mau Shotō no Bōken","Adventure on the Archipelago of Dancing Soap Bubbles",19,2008-04-21,"Episode 391 (p. 2-19)"
"51",498,"11人の超新星","Jūichinin no Chōshinsei","The Eleven Supernovas",19,2008-04-28,"Episode 392 (p. 2-19)"
"51",499,"シャボンディパーク","Shabondi Pāku","Sabaody Park",19,2008-05-19,"Episode 393 (p. 2-19)"
"51",500,"歴史の残り火","Rekishi no Nokoribi","The Embers of History",19,2008-05-26,"Episode 394 (p. 2-19)"
"51",501,"うねり始める世界","Uneri Hajimeru Sekai","The World Begins to Swell",19,2008-06-02,"Episode 395 (p. 2-19)"
"51",502,"天竜人の一件","Tenryūbito no Ikken","The Incident of the Celestial Dragons",19,2008-06-09,"Episode 396 (p. 2-19)"
"52",503,"荒立つ島","Aradatsu Shima","Aggravated Island",19,2008-06-16,"Episode 397 (p. 2-19)"
"52",504,"海賊前線移動中！！","Kaizoku Zensen Idōchū!!","Pirate Front Line on the Move!!",19,2008-06-23,"Episode 398 (p. 2-19)"
"52",505,"クマ","Kuma","Kuma",19,2008-06-30,"Episode 399 (p. 2-19)"
"52",506,"ロジャーとレイリー","Rojā to Reirī","Roger and Rayleigh",19,2008-07-07,"Episode 399 (p. 2-5)Episode 400 (p. 6-19)"
"52",507,"黄猿上陸","Kizaru Jōriku","Kizaru Arrives",19,2008-07-19,"Episode 400 (p. 2-12)Episode 401 (p. 13-19)"
"52",508,"修羅の島","Shura no Shima","Island of Carnage",19,2008-07-28,"Episode 401 (p. 2-19)"
"52",509,"黄猿VS.4人の船長","Kizaru vs Yonin no Senchō","Kizaru vs. Four Captains",19,2008-08-04,"Episode 402 (p. 2-19)"
"52",510,"麦わらの一味vs.戦闘兵器","Mugiwara no Ichimi Bāsasu Sentō Heiki","Straw Hat Pirates vs. War Machine",19,2008-08-11,"Episode 402 (p. 2-10)Episode 403 (p. 11-19)"
"52",511,"鉞かついだ戦桃丸","Masakari Katsuida Sentōmaru","Axe-Carrying Sentomaru",19,2008-08-25,"Episode 403 (p. 2-15)Episode 404 (p. 16-19)"
"52",512,"ゾロ、音沙汰なし","Zoro, Otosata nashi","Zolo, Gone",19,2008-09-01,"Episode 404 (p. 2-19)"
"53",513,"救えないっ!!!","Sukuenai!!!","Beyond Rescue!!!",19,2008-09-08,"Episode 405 (p. 2-19)"
"53",514,"カラダカラキノコガハエルダケ","Karada-kara-Kinoko-ga-Haeru Dake","Body Parasite Mushrooms",19,2008-09-13,"Episode 408 (p. 2-19)"
"53",515,"女ヶ島の冒険","Nyōgashima no Bōken","Adventure on the Island of Women",19,2008-09-22,"Episode 409 (p. 2-19)"
"53",516,"海賊女帝ボア・ハンコック","Kaizoku Jotei Boa Hankokku","Pirate Empress Boa Hancock",17,2008-09-29,"Episode 516 (p. 1-2)Episode 410 (p. 3-19)"
"53",517,"湯浴み","Yuami","Bath Time",19,2008-10-06,"Episode 411 (p. 2-19)"
"53",518,"闘技台","Tōgidai","Coliseum",19,2008-10-11,"Episode 412 (p. 2-19)"
"53",519,"王の資質","Ō no Shishitsu","Natural Born King",19,2008-10-27,"Episode 413 (p. 2-19)"
"53",520,"ゴルゴンの目","Gorugon no Me","Eye of the Gorgon",19,2008-11-01,"Episode 414 (p. 2-19)"
"53",521,"天駆ける竜の蹄","Amakakeru Ryū no Hizume","Hoof of the Celestial Dragon",19,2008-11-10,"Episode 415 (p. 2-19)"
"53",522,"死に至る病","Shi ni Itaru Yamai","Fatal Illness",19,2008-11-17,"Episode 416 (p. 2-14)Episode 417 (p. 15-19)"
"54",523,"地獄","Jigoku","Hell",19,2008-11-22,"Episode 417 (p. 2-13)Episode 418 (p. 14-17)Episode 419 (p. 18-19)"
"54",524,"もう誰にも止められない","Mō Darenimo Tomerarenai","Unstoppable",19,2008-12-01,"Episode 420 (p. 2-3, 6-7)Episode 421 (p. 4-5, 10-19)Episode 419 (p. 8-9, 13-14)"
"54",525,"海底監獄インペルダウン","Kaitei Kangoku Inperu Daun","The Underwater Prison Impel Down",19,2008-12-08,"Episode 422 (p. 2-19)"
"54",526,"大監獄の冒険","Daikangoku no Bōken","Adventure in the Great Prison",19,2008-12-22,"Episode 422 (p. 3-6)Episode 423 (p. 7-19)"
"54",527,"LV1 紅蓮地獄","Reberu Wan Guren Jigoku","Level 1: Crimson Hell",19,2009-01-05,"Episode 424 (p. 2-19)"
"54",528,"海侠のジンベエ","Kaikyō no Jinbē","Jimbei, First Son of the Sea",19,2009-01-19,"Episode 425 (p. 2-15)Episode 430 (p. 16-19)"
"54",529,"LV2 猛獣地獄","Reberu Tsū Mōjū Jigoku","Level 2: Beast Hell",19,2009-01-26,"Episode 430 (p. 2-19)"
"54",530,"地獄へ地獄へ","Jigoku-e Jigoku-e","From One Hell to Another",19,2009-02-02,"Episode 431 (p. 2-19)Episode 425 (p. 5)Episode 432 (p. 19)"
"54",531,"LV3 飢餓地獄","Reberu Surī Kiga Jigoku","Level 3: Starvation Hell",19,2009-02-09,"Episode 432 (p. 2-19)"
"54",532,"獄卒獣ミノタウロス","Gokusotsujū Minotaurosu","Jailer Beast Minotaur",19,2009-02-16,"Episode 433 (p. 2-19)"
"55",533,"LV4 焦熱地獄","Reberu Fō Shōnetsu Jigoku","Level 4: Inferno Hell",19,2009-02-23,"Episode 434 (p. 2-19)Episode 435 (p. 18-19)"
"55",534,"監獄署長マゼラン vs 海賊ルフィ","Kangoku Shochō Mazeran vs Kaizoku Rufi","Warden Magellan vs. Pirate Luffy",19,2009-03-09,"Episode 435 (p. 2-19)"
"55",535,"ダチ","Dachi","Friend",19,2009-03-16,"Episode 436 (p. 2-11)Episode 437 (p. 12-19)"
"55",536,"LV5 極寒地獄","Reberu Faibu Gokkan Jigoku","Level 5: Frozen Hell",19,2009-03-23,"Kaze wo Sagashite (p. 1)Episode 437 (p. 2-11)Episode 438 (p. 12-19)"
"55",537,"地獄に仏","Jigoku ni Okama","A Ray of Hope",19,2009-03-30,"Kaze wo Sagashite (p. 1-2)Episode 438 (p. 3-9)Episode 439 (p. 10-19)"
"55",538,"LV5.5番地ニューカマーランド","Reberu Go ten Go Banchi Nyūkamā Rando","Level 5.5 New Kama Land",19,2009-04-06,"Episode 439 (p. 2-7)Episode 440 (p. 8-19)"
"55",539,"エンポリオ・テンションホルモン","Enporio Tenshon Horumon","Emporio Energy Synthesis",19,2009-04-13,"Episode 440 (p. 2-4)Episode 441 (p. 5-19)"
"55",540,"LV6 無限地獄","Reberu Shikkusu Mugen Jigoku","Level 6: Infinite Hell",19,2009-04-27,"Episode 442 (p. 2-15)Episode 443 (p. 16-19)"
"55",541,"未だかつてナッシブル","Ima Dakatsute Nasshiburu","The Greatest Ever",19,2009-05-11,"Episode 443 (p. 2-14, 16)Episode 444 (p. 13-15, 17-19)"
"56",542,"やがて語られるもう一つの事件","Yagate Katarareru Mou Hitotsu no Jiken","Yet Another Epic Incident",19,2009-05-18,"Episode 444 (p. 2-11)Episode 445 (p. 12-19)"
"56",543,"麦わらと黒ひげ","Mugiwara to Kurohige","Straw Hat and Blackbeard",19,2009-05-25,"Episode 454 (p. 1)Episode 445 (p. 2-7)Episode 446 (p. 8-19)"
"56",544,"地獄の釜の蓋もあく","Jigoku no Kama no Futa mo Aku","The Lid to the Cauldron of Hell Opens",19,2009-06-01,"Episode 454 (p. 1)Episode 446 (p. 2-4)Episode 447 (p. 5-19)"
"56",545,"陽のあたるシャバへ","Hi no Ataru Shaba-e","To Sunshine and Freedom",19,2009-06-08,"Episode 455 (p. 1)Episode 448 (p. 2-17)Episode 449 (p. 18-19)"
"56",546,"魚人海賊団船長“七武海”ジンベエ","Gyojin Kaizoku-dan Senchō ""Shichibukai"" Jinbē","Fish-Man Pirate Captain Jimbei, Warlord of the Sea",17,2009-06-15,"Episode 455 (p. 1)Episode 449 (p. 2-16)Episode 450 (p. 16-17)"
"56",547,"島破り","Shimayaburi","Island Ripper",19,2009-06-22,"Episode 450 (p. 2-19)"
"56",548,"ありがとう","Arigatō","Thank You",19,2009-06-29,"Episode 453 (p. 1)Episode 451 (p. 2-19)"
"56",549,"出撃の艦","Shutsugeki no Fune","Battleship",19,2009-07-06,"Episode 453 (p. 1)Episode 452 (p. 2-17)Episode 459 (p. 18-19)"
"56",550,"海軍本部","Kaigun Honbu","Navy Headquarters",19,2009-07-18,"Episode 455 (p. 1)Episode 459 (p. 2-19)"
"56",551,"四皇""白ひげ""","Yonkō ""Shirohige""","Whitebeard of The Four Emperors",19,2009-07-27,"Episode 455 (p. 1)Episode 459 (p. 2)Episode 460 (p. 3-16)Episode 461 (p. 17-19)"
"57",552,"エースと白ひげ","Ēsu to Shirohige","Ace and Whitebeard",19,2009-08-03,"Episode 454 (p. 1)Episode 461 (p. 2-15)Episode 462 (p. 16-19)"
"57",553,"頂上決戦","Chōjō Kessen","Summit Battle",17,2009-08-10,"Kaze wo Sagashite (p. 1-2)Episode 462 (p. 3-14)Episode 463 (p. 15-17)"
"57",554,"大将赤犬","Taishō Akainu","Admiral Akainu",15,2009-08-24,"Episode 454 (p. 1)Episode 463 (p. 2-13, 15-19)Episode 464 (p. 14)"
"57",555,"オーズと笠","Ōzu to kasa","Oars and the Hat",19,2009-08-31,"Episode 453 (p. 1)Episode 464 (p. 2-19)"
"57",556,"正義は勝つ!!","Seigi wa Katsu!!","Justice Will Prevail!",17,2009-09-07,"Episode 453 (p. 1)Episode 465 (p. 2-17)"
"57",557,"ルフィと白ひげ","Rufi to Shirohige","Luffy and Whitebeard",17,2009-09-19,"Episode 456 (p. 1)Episode 466 (p. 2-17)"
"57",558,"弟","Otōto","Little Brother",17,2009-09-28,"Episode 456 (p. 1)Episode 467 (p. 2-17)"
"57",559,"天命","Tenmei","Destiny",17,2009-10-05,"Episode 456 (p. 1)Episode 468 (p. 2-17)"
"57",560,"インペルダウンの囚人達","Inperu Daun no Shūjin-tachi","Prisoners of Impel Down",17,2009-10-10,"Episode 456 (p. 1)Episode 469 (p. 2-17)"
"57",561,"ルフィVSミホーク","Rufi vs Mihōku","Luffy vs. Mihawk",17,2009-10-26,"Episode 470 (p. 2-17)"
"57",562,"海賊大渦蜘蛛スクアード","Kaizoku Ō Uzu Gumo Sukuādo","Whirl Spider Squard",17,2009-11-02,"Episode 471 (p. 2-17)"
"58",563,"心臓一つ 人間一人","Shinzō Hitotsu Ningen Hitori","One Man, One Heart",17,2009-11-09,"Episode 472 (p. 2-17)"
"58",564,"世界を揺らす男","Sekai o yurasu otoko","The Man Who Shook The World",17,2009-11-21,"Episode 473 (p. 2-17)"
"58",565,"オーズの道","Ōzu no Michi","Oars' Path",17,2009-11-30,"Episode 474 (p. 2-17)"
"58",566,"猛攻","Mōkō","Raid",19,2009-12-07,"Episode 475 (p. 3-19)"
"58",567,"マリンフォード海軍本部オリス広場","Marinfōdo Kaigun Honbu Orisu Hiroba","Marineford Navy Headquarters - Oris Plaza",19,2009-12-14,"Episode 476 (p. 3-19)"
"58",568,"勝手にしやがれ","Katteni Shiyagare","Have It Your Way!",15,2009-12-21,"Episode 477 (p. 2-15)"
"58",569,"白い怪物","Shiroi Kaibutsu","White Monster",15,2010-01-04,"Episode 478 (p. 2-15)"
"58",570,"命の懸橋","Inochi no Kakehashi","The Bridge of Life",15,2010-01-18,"Episode 479 (p. 2-15)"
"58",571,"処刑台","Shokeidai","The Execution Platform",17,2010-01-25,"Episode 479 (p. 2-3)Episode 480 (p. 4-17)"
"58",572,"The Times They Are A-Changin' -時代は変わる-","Za Taimuzu Zei Ā Ē-Chenjin -Jidai wa Kawaru-","The Times They Are A'Changin",17,2010-02-01,"Episode 481 (p. 2-17)"
"58",573,"この時代の名を""白ひげ""と呼ぶ","Kono Jidai no Na o ""Shirohige"" to Yobu","The Name of This Era is ""Whitebeard""",17,2010-02-08,"Episode 482 (p. 2-17)"
"59",574,"ポートガス・D・エース死す","Pōtogasu D. Ēsu Shisu","The Death of Portgaz D. Ace",17,2010-02-15,"Episode 483 (p. 2-17)Episode 484 (p. 16-17)"
"59",575,"言葉なき怒り","Kotoba Naki Ikari","Voiceless Rage",15,2010-02-22,"Episode 484 (p. 2-15)"
"59",576,"大海賊エドワード・二ューゲート","Daikaizoku Edowādo Nyūgēto","The Great Pirate Edward Newgate",17,2010-03-08,"Episode 484 (p. 2-3)Episode 485 (p. 4-17)"
"59",577,"畳み掛ける大事件","Tatamikakeru Daijiken","Outrageous Events One After Another",17,2010-03-15,"Episode 486 (p. 2-17)"
"59",578,"新時代へ贈るもの","Shinjidai e Okuru Mono","A Gift",19,2010-03-20,"Episode 487 (p. 3-19)"
"59",579,"勇気ある数秒","Yūki Aru Sūbyō","A Few Seconds of Courage",17,2010-03-29,"Episode 488 (p. 2-17)"
"59",580,"終戦","Shūsen","The War's Conclusion",15,2010-04-05,"Episode 489 (p. 2-15)"
"59",581,"忍びよる未来","Shinobiyoru Mirai","Creeping Future",17,2010-04-19,"Episode 490 (p. 2-7, 9-17)Episode 491 (p. 7-8)"
"59",582,"ルフィとエース","Rufi to Ēsu","Luffy and Ace",19,2010-04-26,"Episode 491 (p. 3-15)Episode 493 (p. 16-19)"
"59",583,"不確かな物の終着駅 (グレイ・ターミナル)","Futashikana Mono no Shūchakueki (Gurei Tāminaru)","Gray Ternimal",17,2010-05-10,"Episode 493 (p. 2-11)Episode 494 (p. 12-17)"
"59",584,"ポルシェーミの一件","Porushēmi no Ikken","Incident With Porchemy",17,2010-05-17,"Episode 494 (p. 2-8)Episode 495 (p. 8-16)Episode 498 (p. 17)"
"60",585,"兄弟盃 (volume)兄弟杯 (magazine)","Kyōdai Sakazuki","Brotherly Pact",19,2010-05-24,"Episode 496 (p. 2-14)Episode 497 (p. 14, 16-17)Episode 498 (p. 15)Episode 500 (p. 18-19)"
"60",586,"悪臭のする町","Akushū no Suru Machi","City of Stench",19,2010-05-31,"Episode 500 (p. 2-12)Episode 501 (p. 13-19)"
"60",587,"おれは、逃げない","Ore wa Nigenai","I Will Never Run Away",19,2010-06-07,"Episode 501 (p. 2-9)Episode 502 (p. 10-19)"
"60",588,"サボの海","Sabo no Umi","Sabo's Ocean",19,2010-06-14,"Episode 502 (p. 3-6)Episode 503 (p. 6-19)"
"60",589,"風雲の志","Fūun no Kokorozashi","Will Of The Winds",19,2010-06-28,"Episode 503 (p. 2-6)Episode 504 (p. 7-19)"
"60",590,"弟よ","Otōto yo","My Little Brother",19,2010-07-05,"Episode 505 (p. 2-19)"
"60",591,"それでいいのか","Sore de Iinoka","Are You Sure About That?",19,2010-07-12,"Episode 507 (p. 2-16)Episode 510 (p. 17-19)"
"60",592,"エール","Ēru","Cheer",19,2010-07-17,"Episode 509 (p. 2-7, 16-19)Episode 508 (p. 8-15)"
"60",593,"NEWS","Nyūsu","News",19,2010-07-26,"Episode 510 (p. 2-11)Episode 512 (p. 12-19)"
"60",594,"メッセージ","Messēji","Message",19,2010-08-02,"Episode 511 (p. 2-14, 18-19)Episode 512 (p. 15-17)"
"61",595,"宣誓","Sensei","The Pledge",19,2010-08-09,"Episode 513 (p. 3-15)Episode 514 (p. 16-19)"
